"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@ethompson477 but the #GOP agreed to the rules. They could have demanded majority support, but chose not to #POL241 http://t.co/718ST6obYu",FALSE,1,"ethompson477",2015-09-10 15:45:47,FALSE,"641798981706719233","642001028565606401","809131988","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","soltofbc",0,FALSE,FALSE,NA,NA
"@politicsmiami15 should we be surprised by anything this electoral cycle? #POL241",FALSE,0,"politicsmiami15",2015-09-10 15:43:03,FALSE,"641972643323842561","642000339370160128","3440174242","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","soltofbc",0,FALSE,FALSE,NA,NA
"RT @jamie_kolthoff: Helps to put in perspective how big the problem is #POL241
The Scale of the Migrant Crisis, From 160 to Millions http:/…",FALSE,0,NA,2015-09-10 15:42:32,FALSE,NA,"642000210563067904",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","soltofbc",1,TRUE,FALSE,NA,NA
"Refusing to accept medical treatment is legal but I think this is a little much #POL353 https://t.co/hWJnpXVGfy",FALSE,0,NA,2015-09-10 15:42:06,FALSE,NA,"642000099330117633",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","b_ritttt7",0,FALSE,FALSE,NA,NA
".@ethompson477 how is this happening? Can anyone explain why he garners such high levels of support? #POL241",FALSE,0,"ethompson477",2015-09-10 15:41:42,FALSE,"641989209302147073","641999998767505408","809131988","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","soltofbc",0,FALSE,FALSE,NA,NA
"He should have acted on the bill through the view of the majority, no big business. #POL241 https://t.co/BabH2EmHtu",FALSE,0,NA,2015-09-10 15:39:49,FALSE,NA,"641999527977844736",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","xoSai",0,FALSE,FALSE,NA,NA
"Interesting #dataviz of web searches and gay marriage. Are there limitations to this data? #POL241 http://t.co/LW0btWYtlW",FALSE,0,NA,2015-09-10 15:39:08,FALSE,NA,"641999354719567872",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","soltofbc",0,FALSE,FALSE,NA,NA
"Excessive use of force, or racial profiling? Or possibly a perfectly legitimate arrest? #POL351 http://t.co/RVrTbsFqe0",FALSE,0,NA,2015-09-10 15:36:50,FALSE,NA,"641998777189072896",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","soltofbc",0,FALSE,FALSE,NA,NA
"Even with the dumb things he says his support continues to rise #POL241  https://t.co/C0yuTyv7yg",FALSE,0,NA,2015-09-10 14:58:49,FALSE,NA,"641989209302147073",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ethompson477",0,FALSE,FALSE,NA,NA
"Helps to put in perspective how big the problem is #POL241
The Scale of the Migrant Crisis, From 160 to Millions http://t.co/DPzm4axpIN",FALSE,0,NA,2015-09-10 14:41:01,FALSE,NA,"641984730821455872",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jamie_kolthoff",1,FALSE,FALSE,NA,NA
"http://t.co/A2Xo2CS9AD
 Antonio Zambrano-Montes, a 35-year-old Mexican shot 17 times by police. What are our thoughts? #pol351",FALSE,0,NA,2015-09-10 14:07:01,FALSE,NA,"641976172419633152",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","randrews220",0,FALSE,FALSE,NA,NA
"http://t.co/fIhXPuvrDG Hard to imagine given everything that Trump has said about Carson. #pol241",FALSE,0,NA,2015-09-10 13:53:00,FALSE,NA,"641972643323842561",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","politicsmiami15",0,FALSE,FALSE,NA,NA
"Is a Corporation liable for the actions of an employee done in its name? #POL351",FALSE,0,NA,2015-09-10 13:52:20,FALSE,NA,"641972475631415296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NathanCoyne1",0,FALSE,FALSE,NA,NA
"@BrittNicole2019 #POL351",FALSE,0,"BrittNicole2019",2015-09-10 13:50:01,FALSE,"641971680068411392","641971893134823424","3450233296","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M5)</a>","BrittNicole2019",0,FALSE,FALSE,NA,NA
"http://t.co/7jPNgY8VKe

Most people our age probably don't know much about Bernie Sanders, but he's the up and commer #pol241",FALSE,0,NA,2015-09-10 13:36:48,FALSE,NA,"641968567190192128",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","politicsmiami15",0,FALSE,FALSE,NA,NA
"Is Hillary in trouble #POL351 https://t.co/B5hR63CGZy",FALSE,0,NA,2015-09-10 13:31:52,FALSE,NA,"641967325110009856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","J_Melfi",0,FALSE,FALSE,NA,NA
"Imagine if the president had an unlimited term? #pol241
Queen Elizabeth makes royal history http://t.co/C9kzatNmkU via @TIMEHistory",FALSE,0,NA,2015-09-10 13:08:11,FALSE,NA,"641961367512174592",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","madi1056",0,FALSE,FALSE,NA,NA
"Modern example of the SCOTUS ruling on what is a search and/or seizure and if it is protected by the 4th. http://t.co/pi2Sscwr62 #POL351",FALSE,0,NA,2015-09-10 12:49:31,FALSE,NA,"641956668390141953",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bangowitz",0,FALSE,FALSE,NA,NA
"Eye-opening look into the application of the Fourth Amendment and Bill of Rights in post-9/11 era #POL351 http://t.co/1W9hYkHWOA",FALSE,0,NA,2015-09-10 12:42:15,FALSE,NA,"641954840726388736",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","sarahknepp",1,FALSE,FALSE,NA,NA
"Some parallels between the Civil Rights movement in the 1960s and current events, what about differences? #POL353 https://t.co/FxDlNkOkhX",FALSE,0,NA,2015-09-10 12:12:25,FALSE,NA,"641947330300768256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sheilactimmons",0,FALSE,FALSE,NA,NA
"Interesting how Hollywood depictions have an effect on women's rights beyond the silver screen #POL353 https://t.co/TCyLuvEbuH",FALSE,0,NA,2015-09-10 12:06:16,FALSE,NA,"641945783886053376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sheilactimmons",0,FALSE,FALSE,NA,NA
"Will be interesting to see how this plays out #POL353  https://t.co/B1BEMA361G",FALSE,0,NA,2015-09-10 11:41:56,FALSE,NA,"641939658960711680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sheilactimmons",0,FALSE,FALSE,NA,NA
"Can judges essentially help contribute to a case's outcome based on defense attorney selection? #POL351  https://t.co/o6DEuTGRuZ",FALSE,0,NA,2015-09-10 11:02:00,FALSE,NA,"641929612621164544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sarahknepp",0,FALSE,FALSE,NA,NA
"@soltofbc  Professor, under smith test gov can restrict religious practice if the law is a neutral/general app. NYS common core does #pol353",FALSE,0,"soltofbc",2015-09-10 07:02:22,FALSE,"641607742109650944","641869303663489024","3234588499","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Peter007Brown",0,FALSE,FALSE,NA,NA
"Lloyd Wins Golden Ball as Top Player at World Cup http://t.co/fyb29YAne6 #POL241",FALSE,0,NA,2015-09-10 06:31:38,FALSE,NA,"641861569626943489",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","oliviazzzjy",0,FALSE,FALSE,NA,NA
"Four Killed in Nepal Constitution Protests http://t.co/JQEHZgrZK7 #POL241",FALSE,0,NA,2015-09-10 06:29:18,FALSE,NA,"641860983191961600",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","oliviazzzjy",0,FALSE,FALSE,NA,NA
"Concerns New Thai Constitution Will Stifle Democracy http://t.co/ziLZ6COmEz #POL241",FALSE,0,NA,2015-09-10 06:28:51,FALSE,NA,"641860872583909376",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","oliviazzzjy",0,FALSE,FALSE,NA,NA
"Nepal Says Will Not Let Protests Derail Constitution http://t.co/07MzqOJPjK  #POL241",FALSE,0,NA,2015-09-10 06:27:54,FALSE,NA,"641860633068204032",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","oliviazzzjy",0,FALSE,FALSE,NA,NA
"Should public schools cover world religions as part of the curriculum? Historically they're pretty important #POL353 https://t.co/sbrUVkqAOP",FALSE,0,NA,2015-09-10 06:27:51,FALSE,NA,"641860619612876800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","laineeryann",0,FALSE,FALSE,NA,NA
"God vs. the Constitution in Kentucky http://t.co/wcYUhA1bj1 #POL241",FALSE,0,NA,2015-09-10 06:26:43,FALSE,NA,"641860335029383168",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","oliviazzzjy",0,FALSE,FALSE,NA,NA
"Room for Debate: Japan's Military Reforms Are Long Overdue http://t.co/IuNub3G8wH  #POL241",FALSE,0,NA,2015-09-10 06:26:22,FALSE,NA,"641860247762694145",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","oliviazzzjy",0,FALSE,FALSE,NA,NA
"I would be upset too #POL353  https://t.co/36DVeadOm1",FALSE,0,NA,2015-09-10 06:26:00,FALSE,NA,"641860154179354624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","laineeryann",0,FALSE,FALSE,NA,NA
"‘Let’s Give Up on the Constitution’ and ‘The Constitution of the United States’ http://t.co/gCnmZmOQZ5 via @NYTimesLearning  #POL241",FALSE,0,NA,2015-09-10 06:25:25,FALSE,NA,"641860008112750592",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","oliviazzzjy",0,FALSE,FALSE,NA,NA
"How should public schools navigate the fine line between government and religion? #POL353",FALSE,0,NA,2015-09-10 06:24:25,FALSE,NA,"641859755150036992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","laineeryann",0,FALSE,FALSE,NA,NA
"Will she continue to deny marriage licenses? #POL353 https://t.co/zXFwhYJHXX",FALSE,0,NA,2015-09-10 06:23:06,FALSE,NA,"641859421916807168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","laineeryann",0,FALSE,FALSE,NA,NA
"How do they compare to our LGBT laws? #POL353 https://t.co/VqtVVXrXp7",FALSE,0,NA,2015-09-10 06:21:40,FALSE,NA,"641859063056334848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","laineeryann",0,FALSE,FALSE,NA,NA
"#pol351 Judge rules that smell is considered probable cause under Plainview doctrine. http://t.co/VwR9w72Epn",FALSE,0,NA,2015-09-10 05:44:42,FALSE,NA,"641849762258530305",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Peter007Brown",0,FALSE,FALSE,NA,NA
"The stop at the border of the US is deemed an inspection not a search? Is this an instance of Community Security&gt;Personal Privacy? #POL351",FALSE,0,NA,2015-09-10 05:43:21,FALSE,NA,"641849422364717059",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","autumn_harriger",0,FALSE,FALSE,NA,NA
"Would it be wrongful termination to fire a government employee who refused to do her job due to religious beliefs? #POL351",FALSE,0,NA,2015-09-10 05:33:25,FALSE,NA,"641846919036321792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NathanCoyne1",0,FALSE,FALSE,NA,NA
"Am I doing this right? #POL351",FALSE,0,NA,2015-09-10 05:32:05,FALSE,NA,"641846583496212481",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NathanCoyne1",0,FALSE,FALSE,NA,NA
"Colbert's back! #POL351",FALSE,0,NA,2015-09-10 05:31:36,FALSE,NA,"641846465523003392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NathanCoyne1",0,FALSE,FALSE,NA,NA
"Because of the 3rd Party Doctrine and the t/c you agree to on twitter, all your phone data is potentially within Gov reach #POL351",FALSE,0,NA,2015-09-10 05:23:59,FALSE,NA,"641844547803316224",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NathanCoyne1",0,FALSE,FALSE,NA,NA
"Sorry, I've been doing this twitter thing all wrong it seems. #POL351",FALSE,0,NA,2015-09-10 05:02:49,FALSE,NA,"641839218990411776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NathanCoyne1",0,FALSE,FALSE,NA,NA
"By not imposing tougher punishments on celebrities, we're basically saying ""OK"" to these acts in the future #POL351 https://t.co/RpVGRCaDNj",FALSE,3,NA,2015-09-10 04:19:24,FALSE,NA,"641828292883021824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sarahknepp",0,FALSE,FALSE,NA,NA
"A company has religious rights but Davis doesn't? Difference is that Davis represents the state #POL353 http://t.co/bxqgkXWfPF via @usatoday",FALSE,0,NA,2015-09-10 03:28:59,FALSE,NA,"641815603968405504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ChrisScheren",0,FALSE,FALSE,NA,NA
"While I agree with his motive, I don't see how this is legal under Kentucky state law #POL353 http://t.co/OFyAciljPz via @nbcnews",FALSE,0,NA,2015-09-10 03:20:33,FALSE,NA,"641813483433164800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ChrisScheren",0,FALSE,FALSE,NA,NA
"@allen_kelsey1: More trouble in Syria… #pol241 BBC News – Syria crisis: Nato concerned by Russia ‘military… http://t.co/awYvjPA8gw",FALSE,0,"allen_kelsey1",2015-09-10 02:49:32,FALSE,NA,"641805678760210433","3517756175","<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","ildiariopad",0,FALSE,FALSE,NA,NA
"http://t.co/U8zX1w74DA financial penalties may be inconvenient, but they weren't targeting the individual at fault #POL351",FALSE,0,NA,2015-09-10 02:44:30,FALSE,NA,"641804412390887424",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","heeezye",0,FALSE,FALSE,NA,NA
"More trouble in Syria... #pol241
BBC News - Syria crisis: Nato concerned by Russia 'military build-up' http://t.co/FtiP4i5nup",FALSE,0,NA,2015-09-10 02:43:29,FALSE,NA,"641804156458663936",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","allen_kelsey1",0,FALSE,FALSE,NA,NA
"What kind of powers do corporations and executives have to get out of their crimes? #POL351 https://t.co/me743Jaie3",FALSE,0,NA,2015-09-10 02:42:09,FALSE,NA,"641803820889178113",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","crewkd351",0,FALSE,FALSE,NA,NA
"Under representation of minorities might affect racial discrimination in crimes #POL351 https://t.co/pxnkp70t21",FALSE,0,NA,2015-09-10 02:32:15,FALSE,NA,"641801329892020224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","crewkd351",0,FALSE,FALSE,NA,NA
"#POL351 Depending on how the justice dept gathers data on corporate execs, are their 4th amend. rights violated? https://t.co/bM6RpPMoxq",FALSE,0,NA,2015-09-10 02:26:52,FALSE,NA,"641799974578200576",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","M_Groom3",0,FALSE,FALSE,NA,NA
"Pretty scary #POL241  https://t.co/k8I2Yuvfj4",FALSE,0,NA,2015-09-10 02:22:55,FALSE,NA,"641798981706719233",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ethompson477",0,FALSE,FALSE,NA,NA
"Obama administration faces new obstacle. Judge rules House Can Sue the administration on HealthCare Spending #POL241
 http://t.co/bZ2YjORvOq",FALSE,0,NA,2015-09-10 02:19:57,FALSE,NA,"641798233484869632",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Pembrojm",0,FALSE,FALSE,NA,NA
"The enemy of my enemy is my friend. Al Qaeda and ISIS may team up against the United States/Allies #POL351 https://t.co/awCDNVAyXQ",FALSE,2,NA,2015-09-10 02:16:56,FALSE,NA,"641797472138960897",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JonAbshire5",0,FALSE,FALSE,NA,NA
"How much individual autonomy is okay to be sacrificed for immigrants? #POL351 https://t.co/GpSGE0Y8k2",FALSE,0,NA,2015-09-10 02:11:47,FALSE,NA,"641796176333930496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","crewkd351",0,FALSE,FALSE,NA,NA
"Could wanting corporations to be ""more cooperative"" with the government infringe on the Fourth Amendment? #POL351 https://t.co/0FFJBRlRzq",FALSE,0,NA,2015-09-10 02:03:36,FALSE,NA,"641794117413007360",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sarahknepp",0,FALSE,FALSE,NA,NA
"John Kerry supports the arrival of 100,000 refugees to the United States. Worried what this could do.. #POL351 http://t.co/jLUCv2islu",FALSE,0,NA,2015-09-10 01:59:35,FALSE,NA,"641793107151994882",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ferryka2",0,FALSE,FALSE,NA,NA
"indictment returned in a cold case murder of more than 15 years, read to see how criminal procedure worked #POL351 http://t.co/7AxJyyyZjM",FALSE,0,NA,2015-09-10 01:55:57,FALSE,NA,"641792195205459968",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ferryka2",0,FALSE,FALSE,NA,NA
"When criminal procedure goes wrong, you pay the big price #POL351 https://t.co/pDepV4fTqo",FALSE,0,NA,2015-09-10 01:51:55,FALSE,NA,"641791178564878336",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ferryka2",0,FALSE,FALSE,NA,NA
"I have such a soft spot for homeless people. They're people. We shouldn't treat them like an inconvenience.
#POL241  https://t.co/OZqaoX8Z7Y",FALSE,1,NA,2015-09-10 01:48:31,FALSE,NA,"641790320909381632",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HaileyMadisyn",0,FALSE,FALSE,NA,NA
"Offering 6.4 million in settlement #POL351  https://t.co/MXHkRIXd87",FALSE,0,NA,2015-09-10 01:46:57,FALSE,NA,"641789929740214272",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","J_Melfi",0,FALSE,FALSE,NA,NA
"Really sad we're so used to seeing shootings that this wasn't as big of a deal as it should have been. #POL241  https://t.co/5XlQyWbluH",FALSE,0,NA,2015-09-10 01:44:53,FALSE,NA,"641789409449385984",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HaileyMadisyn",0,FALSE,FALSE,NA,NA
"Hopefully U.S. and Russia can come up with a solution #POL241 
U.S. Warns Russia Over Military Support for Assad http://t.co/5PytxJ15P5",FALSE,0,NA,2015-09-10 01:10:21,FALSE,NA,"641780718335623168",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jamie_kolthoff",0,FALSE,FALSE,NA,NA
"Seems like a good idea. Will be interesting  how it plays out. #POL241 https://t.co/wVrpbpXbeh",FALSE,0,NA,2015-09-10 00:52:40,FALSE,NA,"641776267164020736",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","emilyklienhenz",0,FALSE,FALSE,NA,NA
"Confused about the difference between RFRA and the Smith Test. #POL353",FALSE,0,NA,2015-09-10 00:12:52,FALSE,NA,"641766251648405504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Cassady_Willi",0,FALSE,FALSE,NA,NA
"Mike Huckabee: Kentucky clerk Kim Davis sign of election's 'most important issue' #POL353  http://t.co/7mGGIFTAif",FALSE,0,NA,2015-09-10 00:00:40,FALSE,NA,"641763181765988352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Cassady_Willi",0,FALSE,FALSE,NA,NA
"This ties really nicely with the Smith test and the Free Exercise Clause. #POL353 http://t.co/piVXcR0M7g",FALSE,0,NA,2015-09-09 23:53:27,FALSE,NA,"641761363614941184",NA,"<a href=""http://login.foxnews.com"" rel=""nofollow"">FOX News Login</a>","Cassady_Willi",0,FALSE,FALSE,NA,NA
"http://t.co/EQm6c32YLv maybe a 6.4 million dollar settlement is too much. #POL351",FALSE,0,NA,2015-09-09 23:39:09,FALSE,NA,"641757764616851456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GebhartRachael",0,FALSE,FALSE,NA,NA
"http://t.co/zICtAVBDVz
I wonder if this will have any effect on the Iran Nuclear Deal? #POL241",FALSE,0,NA,2015-09-09 23:34:44,FALSE,NA,"641756656011997184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HaileyMadisyn",0,FALSE,FALSE,NA,NA
"Sen. Hastings supports new comprehensive police reform law #POL351 http://t.co/jUjvLcu8ZJ",FALSE,0,NA,2015-09-09 23:26:45,FALSE,NA,"641754644566380544",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","barretmb2",0,FALSE,FALSE,NA,NA
"Police use Taser to detain man at McDonald’s in Maryland #POL351 http://t.co/jUjvLcLJRh",FALSE,0,NA,2015-09-09 23:26:14,FALSE,NA,"641754518108028928",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","barretmb2",0,FALSE,FALSE,NA,NA
"Jury deliberately on a death penalty case #POL351
http://t.co/XBkPFJiOxa",FALSE,0,NA,2015-09-09 23:24:24,FALSE,NA,"641754056625684481",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","barretmb2",0,FALSE,FALSE,NA,NA
"Mike Huckabee offers to go to jail for Kim Davis #POL351
http://t.co/A0QqCjRFx4",FALSE,0,NA,2015-09-09 23:23:20,FALSE,NA,"641753784809619456",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","barretmb2",0,FALSE,FALSE,NA,NA
"Search and Seizures #POL351 http://t.co/RRRPt0w1KO",FALSE,0,NA,2015-09-09 22:44:56,FALSE,NA,"641744121724567553",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","allisonlarrick",0,FALSE,FALSE,NA,NA
"Searches and Seizures #POL351 http://t.co/p38lFiApei",FALSE,0,NA,2015-09-09 22:44:05,FALSE,NA,"641743910537183232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","allisonlarrick",0,FALSE,FALSE,NA,NA
"#POL351 https://t.co/9oV7X9NaUe",FALSE,0,NA,2015-09-09 22:42:53,FALSE,NA,"641743607049883649",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","allisonlarrick",0,FALSE,FALSE,NA,NA
"#POL351 https://t.co/0yCFmqiTQb",FALSE,0,NA,2015-09-09 22:42:35,FALSE,NA,"641743531317592064",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","allisonlarrick",0,FALSE,FALSE,NA,NA
"#POL351 https://t.co/RlAwI5dFUK",FALSE,0,NA,2015-09-09 22:42:15,FALSE,NA,"641743445405618176",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","allisonlarrick",0,FALSE,FALSE,NA,NA
"Fighting constitutional literacy in U.S - National Constitutional Literacy Campaign http://t.co/VoyqgvQbQG via @washtimes #POL241",FALSE,0,NA,2015-09-09 22:05:06,FALSE,NA,"641734096654336000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JNachemson",0,FALSE,FALSE,NA,NA
"@soltofbc seems like he is trying to help out the rich again #POL241",FALSE,0,"soltofbc",2015-09-09 21:32:06,FALSE,"641722919769493505","641725794193174528","3234588499","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CodyShagovac",0,FALSE,FALSE,NA,NA
"But at least he released one! #POL241 http://t.co/0AabM1MqQ2",FALSE,1,NA,2015-09-09 21:20:41,FALSE,NA,"641722919769493505",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","soltofbc",1,FALSE,FALSE,NA,NA
"How ironic that Labor Day was a couple days ago #pol353 #mcjoblessinseattle http://t.co/dWFzv4ABeM",FALSE,0,NA,2015-09-09 20:34:51,FALSE,NA,"641711386402422784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Barrett2215",0,FALSE,FALSE,NA,NA
"Shouldn't there be some sort of punishment since it's legal everywhere in the country? #POL241 http://t.co/fjNAMuzsX8",FALSE,0,NA,2015-09-09 19:15:25,FALSE,NA,"641691394566955009",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CarmenMarruenda",0,FALSE,FALSE,NA,NA
"You have to love that he says what he wants, he does not hide opinions #POL241 https://t.co/yZ0jA9dc4C",FALSE,1,NA,2015-09-09 18:44:16,FALSE,NA,"641683557354762240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mathersj1234",0,FALSE,FALSE,NA,NA
"Cincinnati fires police chief after months of discord #POL351 http://t.co/PRsRFdNEYd via @usatoday",FALSE,0,NA,2015-09-09 17:14:51,FALSE,NA,"641661054704029696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","soltofbc",0,FALSE,FALSE,NA,NA
"This woman should not be forced to issue gay marriage licenses if it is against what she believes in http://t.co/RBUrfOf3ce #POL241",FALSE,0,NA,2015-09-09 17:00:05,FALSE,NA,"641657338349400064",NA,"<a href=""http://login.foxnews.com"" rel=""nofollow"">FOX News Login</a>","rosemk97",0,FALSE,FALSE,NA,NA
"Kim Davis may still not issue marriage licenses to same-sex couples in Rowan County, KY http://t.co/AUiZDORoYH #pol353",FALSE,0,NA,2015-09-09 16:46:31,FALSE,NA,"641653923271548928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Barrett2215",0,FALSE,FALSE,NA,NA
"Baltimore now has surpassed New York on homicides, with less people in its' population. thoughts? #POL353 https://t.co/TNccduqc42",FALSE,0,NA,2015-09-09 16:31:13,FALSE,NA,"641650075668729856",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ibacidore21",0,FALSE,FALSE,NA,NA
"Carson pokes holes in Trumps immigration plans. #pol353 https://t.co/nHHsRiyOdF",FALSE,1,NA,2015-09-09 16:20:50,FALSE,NA,"641647459110907904",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AndrewDeLongPOL",0,FALSE,FALSE,NA,NA
